Year,Site,Annual Mean NO2 concentration (ug/m3),95% confidence interval for 'All sites' (+/-),Annual data capture (%)
1995,Leeds Centre,50.2254035583834,,96.8835616438356
1996,Leeds Centre,51.6779321714555,,96.6757741347905
1997,Leeds Centre,51.3728132387707,,96.5753424657534
1998,Leeds Centre,45.6446402349486,,93.2876712328767
1999,Leeds Centre,43.1945901830477,,97.9109589041096
2000,Leeds Centre,36.5916617733412,,96.9376138433515
2001,Leeds Centre,35.7020500565967,,90.7648401826484
2002,Leeds Centre,38.802829817896,,87.134703196347
2003,Leeds Centre,40.3130630630631,,86.1643835616438
2004,Leeds Centre,31.4356533564099,,92.0878870673953
2005,Leeds Centre,30.602260027319,,91.9292237442922
2006,Leeds Centre,38.9436268396109,,91.5296803652968
2007,Leeds Centre,37.2657439446367,,98.972602739726
2008,Leeds Centre,35.158183689809,,99.5332422586521
2009,Leeds Centre,33.9225301204819,,94.7488584474886
2010,Leeds Centre,36.4679846938776,,89.4977168949772
2011,Leeds Centre,37.7688230333695,,94.7602739726027
2012,Leeds Centre,35.9362756395483,,98.7932604735883
2013,Leeds Centre,34.3276945092025,,96.7579908675799
2014,Leeds Centre,38.2745134072581,,96.2557077625571
2015,Leeds Centre,31.051427914637,,98.4246575342466
2016,Leeds Centre,32.5133243367112,,98.8615664845173
2017,Leeds Centre,31.8189204012488,,98.7214611872146
2018,Leeds Centre,29.7296546860856,,98.3675799086758
2019,Leeds Centre,28.274655156232,,99.0068493150685
1994,Leicester Centre,43.1872632575758,,96.4383561643836
1995,Leicester Centre,44.5827586206897,,96.0045662100457
1996,Leicester Centre,42.360754985755,,95.9016393442623
1997,Leicester Centre,40.6593511450382,,95.7077625570776
1998,Leicester Centre,39.9772397094431,,94.2922374429224
1999,Leicester Centre,41.2779285124454,,96.7694063926941
2000,Leicester Centre,34.2232408620074,,95.6170309653916
2001,Leicester Centre,34.5959288722508,,97.5799086757991
2002,Leicester Centre,34.7460720328741,,94.4520547945205
2003,Leicester Centre,37.297518640753,,93.3904109589041
2004,Leicester Centre,36.4286094832179,,85.4735883424408
2005,Leicester Centre,32.6492177390895,,97.0433789954338
2006,Leicester Centre,30.4704859097762,,98.4360730593607
2007,Leicester Centre,31.5984569322893,,99.1324200913242
2008,Leicester Centre,29.5692978430473,,99.2258652094718
2009,Leicester Centre,29.3008991255081,,92.6826484018265
2010,Leicester Centre,41.5243695097761,,80.5707762557078
2011,Leicester Centre,29.5097016142182,,70.0114155251142
2012,Leicester Centre,30.0129936305732,,89.3670309653916
2013,Leicester Centre,24.9606980655067,,66.9178082191781
1993,Liverpool Centre,50.8808329152032,,45.5022831050228
1994,Liverpool Centre,48.9579395085066,,96.62100456621
1995,Liverpool Centre,49.398177399757,,93.9497716894977
1996,Liverpool Centre,46.88926448304,,97.6662112932605
1997,Liverpool Centre,43.8484230723108,,95.1940639269406
1998,Liverpool Centre,37.5736710667142,,95.9931506849315
1999,Liverpool Centre,40.4395825474664,,90.7876712328767
2000,Liverpool Centre,35.283451536643,,96.3114754098361
2001,Liverpool Centre,38.3542821934689,,92.6369863013699
2002,Liverpool Centre,35.6933041722746,,67.8538812785388
1997,London Lewisham,55.461853188929,,47.4315068493151
1998,London Lewisham,51.6631720102402,,93.6415525114155
1999,London Lewisham,53.8600744029761,,95.1255707762557
2000,London Lewisham,50.9873750657549,,43.2832422586521
2001,London Lewisham,NA,,0
2002,London Lewisham,50.0743680547075,,93.4817351598173
2003,London Lewisham,55.3516332378223,,99.6004566210046
2004,London Lewisham,48.895753344968,,97.8483606557377
2005,London Lewisham,50.8455518471631,,99.189497716895
2006,London Lewisham,54.5405807892777,,91.986301369863
2007,London Lewisham,52.2917355371901,,69.0639269406393
1990,Manchester Town Hall,52.9330377974802,,97.8538812785388
1991,Manchester Town Hall,51.856928925239,,99.0981735159817
1992,Manchester Town Hall,59.3474316682375,,96.6302367941712
1993,Manchester Town Hall,49.0950899031812,,99.041095890411
1994,Manchester Town Hall,48.6202998846597,,98.972602739726
1995,Manchester Town Hall,44.6494072102589,,94.3607305936073
1996,Manchester Town Hall,54.2090951711205,,97.1311475409836
1997,Manchester Town Hall,51.5740498034076,,95.810502283105
1998,Manchester Town Hall,41.962160262418,,97.4429223744292
1999,Manchester Town Hall,42.0605254021525,,98.6415525114155
2000,Manchester Town Hall,41.2900463788798,,95.7308743169399
2001,Manchester Town Hall,47.226624956552,,98.527397260274
2002,Manchester Town Hall,43.187044534413,,98.6872146118722
2003,Manchester Town Hall,44.2234695058442,,98.6415525114155
2004,Manchester Town Hall,40.4602525556224,,94.6607468123862
2005,Manchester Town Hall,43.3807118807119,,94.9315068493151
2006,Manchester Town Hall,42.4097477666842,,86.8949771689498
2007,Manchester Town Hall,36.7460520019142,,71.5639269406393
1995,Manchester Piccadilly,NA,,0
1996,Manchester Piccadilly,54.3891296273369,,91.9512750455373
1997,Manchester Piccadilly,41.390522875817,,90.8219178082192
1998,Manchester Piccadilly,39.7249492416099,,95.5821917808219
1999,Manchester Piccadilly,43.009162145871,,94.6917808219178
2000,Manchester Piccadilly,41.099040037462,,97.2449908925319
2001,Manchester Piccadilly,44.4558431372549,,72.7739726027397
2002,Manchester Piccadilly,38.6907894736842,,90.2283105022831
2003,Manchester Piccadilly,44.7243110695936,,97.7625570776256
2004,Manchester Piccadilly,42.8593105122603,,93.7841530054645
2005,Manchester Piccadilly,45.0776812954705,,48.6415525114155
2006,Manchester Piccadilly,43.8095628735498,,97.4086757990868
2007,Manchester Piccadilly,44.44,,96.175799086758
2008,Manchester Piccadilly,42.5430569721696,,78.1306921675774
2009,Manchester Piccadilly,41.5923757319048,,91.6324200913242
2010,Manchester Piccadilly,45.2815080789946,,95.3767123287671
2011,Manchester Piccadilly,44.0460596065497,,96.9063926940639
2012,Manchester Piccadilly,40.8594331153008,,88.7636612021858
2013,Manchester Piccadilly,38.784902852263,,93.5730593607306
2014,Manchester Piccadilly,40.4842767960246,,96.4840182648402
2015,Manchester Piccadilly,39.3655030291082,,98.4360730593607
2016,Manchester Piccadilly,40.0702755892943,,94.8542805100182
2017,Manchester Piccadilly,35.7208940385072,,96.0502283105023
2018,Manchester Piccadilly,34.6403531928127,,99.1095890410959
2019,Manchester Piccadilly,36.3451921422797,,98.8470319634703
1992,Newcastle Centre,51.4498123827392,,72.8142076502732
1993,Newcastle Centre,54.2162001191185,,95.8333333333333
1994,Newcastle Centre,46.7079926784625,,93.5502283105023
1995,Newcastle Centre,39.4868614931238,,92.9680365296804
1996,Newcastle Centre,40.7135996251611,,97.1880692167577
1997,Newcastle Centre,39.6064798391865,,96.541095890411
1998,Newcastle Centre,36.0177707930368,,94.4292237442922
1999,Newcastle Centre,30.8442412117748,,79.8858447488584
2000,Newcastle Centre,29.4707724425887,,98.155737704918
2001,Newcastle Centre,31.2468,,85.6164383561644
2002,Newcastle Centre,29.5794494083555,,94.5433789954338
2003,Newcastle Centre,31.7209703238517,,92.7054794520548
2004,Newcastle Centre,28.81159621802,,81.8761384335155
2005,Newcastle Centre,28.1732198513546,,95.2283105022831
2006,Newcastle Centre,28.5635208711434,,62.8995433789954
2007,Newcastle Centre,29.0667018887862,,86.4269406392694
2008,Newcastle Centre,34.7360256094558,,92.4635701275046
2009,Newcastle Centre,33.7264728385616,,89.5205479452055
2010,Newcastle Centre,31.8542229531305,,97.1803652968037
2011,Newcastle Centre,32.6137818647422,,98.0707762557078
2012,Newcastle Centre,29.5184135977337,,96.448087431694
2013,Newcastle Centre,29.3069121780902,,97.4315068493151
2014,Newcastle Centre,31.7419244742036,,80.9817351598173
2015,Newcastle Centre,29.4213191883467,,95.2168949771689
2016,Newcastle Centre,29.8233987424734,,98.3151183970856
2017,Newcastle Centre,28.772044398665,,99.189497716895
2018,Newcastle Centre,28.6335985095905,,88.0821917808219
2019,Newcastle Centre,32.1255598360465,,98.1735159817352
2009,Norwich Lakenfields,18.0198065407646,,24.7831050228311
2010,Norwich Lakenfields,13.2411927528938,,90.7305936073059
2011,Norwich Lakenfields,13.0895503952569,,92.4200913242009
2012,Norwich Lakenfields,14.2806429232192,,98.4517304189435
2013,Norwich Lakenfields,14.7143670291308,,96.7922374429224
2014,Norwich Lakenfields,13.7829119569224,,99.1095890410959
2015,Norwich Lakenfields,12.2940742708196,,86.4954337899543
2016,Norwich Lakenfields,14.1232880734633,,91.120218579235
2017,Norwich Lakenfields,13.2773934460473,,98.9155251141552
2018,Norwich Lakenfields,11.6554669837801,,99.2351598173516
2019,Norwich Lakenfields,12.723653948034,,99.2922374429224
1997,Norwich Centre,27.6353291790843,,42.134703196347
1998,Norwich Centre,25.6125,,93.1506849315068
1999,Norwich Centre,27.0536676822123,,97.4200913242009
2000,Norwich Centre,24.8660881801126,,97.0856102003643
2001,Norwich Centre,28.2551156314324,,94.2808219178082
2002,Norwich Centre,25.233016712757,,94.9429223744292
2003,Norwich Centre,25.1683192261185,,94.4063926940639
2004,Norwich Centre,21.3142570281125,,90.7103825136612
2005,Norwich Centre,22.6402966625464,,83.1164383561644
2006,Norwich Centre,21.4022352805623,,99.0753424657534
2007,Norwich Centre,22.2995970063328,,99.1438356164384
2008,Norwich Centre,28.7822403514277,,36.2818761384335
1996,Nottingham Centre,52.5049773755656,,25.1593806921676
1997,Nottingham Centre,48.5947265625,,58.4474885844749
1998,Nottingham Centre,46.7896786757546,,93.7899543378995
1999,Nottingham Centre,44.1124225780063,,97.6826484018265
2000,Nottingham Centre,40.2005102632494,,98.1671220400729
2001,Nottingham Centre,35.3273536552468,,84.634703196347
2002,Nottingham Centre,35.205080400839,,97.9680365296804
2003,Nottingham Centre,36.3531630876378,,78.675799086758
2004,Nottingham Centre,35.0723585378067,,90.9380692167577
2005,Nottingham Centre,32.5697775568535,,91.8607305936073
2006,Nottingham Centre,33.6022105875509,,98.1164383561644
2007,Nottingham Centre,33.2828139754485,,96.7123287671233
2008,Nottingham Centre,32.9993014320643,,97.7800546448087
2009,Nottingham Centre,34.5288177339901,,92.6940639269406
2010,Nottingham Centre,39.9554861833738,,98.7328767123288
2011,Nottingham Centre,35.8628965189497,,96.0844748858448
2012,Nottingham Centre,37.0870022188485,,97.4840619307832
2013,Nottingham Centre,37.0439938127367,,96.4383561643836
2014,Nottingham Centre,34.0686272612591,,96.8264840182648
2015,Nottingham Centre,31.6108277866912,,86.8036529680365
2016,Nottingham Centre,31.1865995077065,,98.9754098360656
2017,Nottingham Centre,29.6710222580274,,99.189497716895
2018,Nottingham Centre,27.513089468497,,97.2945205479452
2019,Nottingham Centre,27.7285233592661,,98.310502283105
2008,Newport,24.311616399623,,96.6302367941712
2009,Newport,24.7196960976171,,99.1666666666667
2010,Newport,26.0208333333333,,95.8904109589041
2011,Newport,22.0057709195835,,90.9931506849315
2012,Newport,21.7103741295881,,96.4594717668488
2013,Newport,22.9671264573933,,88.5502283105023
2014,Newport,21.68214690625,,94.9771689497717
2015,Newport,20.7664138256369,,86.027397260274
2016,Newport,21.8280645854484,,94.1939890710382
2017,Newport,19.5184779687156,,51.8150684931507
2018,Newport,18.5014242947203,,43.458904109589
2019,Newport,19.8866518585202,,98.2762557077626
2012,Northampton Kingsthorpe,15.4334867942816,,46.9831511839709
2013,Northampton Kingsthorpe,15.5113224401527,,98.7100456621005
2014,Northampton Kingsthorpe,13.7569453965517,,99.3150684931507
2015,Northampton Kingsthorpe,13.5470562101637,,92.7739726027397
2016,Northampton Kingsthorpe,16.0388570059619,,78.290072859745
2017,Northampton Kingsthorpe,17.7805451906885,,23.0479452054795
2017,Northampton Spring Park,12.4984527768444,,74.7374429223744
2018,Northampton Spring Park,12.9077608239485,,99.337899543379
2019,Northampton Spring Park,13.5895437863039,,74.6803652968037
2001,Northampton,23.0111559915368,,59.3493150684931
2002,Northampton,21.4137772146066,,99.0981735159817
2003,Northampton,24.3935142594296,,99.2694063926941
2004,Northampton,19.7715331329238,,87.1015482695811
2005,Northampton,22.6346069389548,,51.986301369863
2006,Northampton,21.1395106111562,,98.4360730593607
2007,Northampton,21.3473980309423,,97.3972602739726
2008,Northampton,20.7206752094628,,92.3952641165756
2009,Northampton,20.6035734870317,,99.0296803652968
2010,Northampton,20.6076808094745,,99.2808219178082
2011,Northampton,17.8568307267709,,99.2694063926941
2012,Northampton,18.6310488285527,,51.9922586520947
1997,Sandwell Oldbury,39.6826119969628,,30.0684931506849
1998,Sandwell Oldbury,35.3227085053675,,69.12100456621
2008,Oxford St Ebbes,19.2042847270214,,82.365664845173
2009,Oxford St Ebbes,23.4819243986254,,83.0479452054795
2010,Oxford St Ebbes,22.4017814726841,,96.1187214611872
2011,Oxford St Ebbes,18.4013125911522,,93.9269406392694
2012,Oxford St Ebbes,17.8224787029404,,82.8551912568306
2013,Oxford St Ebbes,18.4046729945406,,98.2762557077626
2014,Oxford St Ebbes,16.48488599931,,99.2694063926941
2015,Oxford St Ebbes,14.1131341131767,,97.6369863013699
2016,Oxford St Ebbes,18.9953526526807,,24.4193989071038
2017,Oxford St Ebbes,13.6654428371711,,97.1689497716895
2018,Oxford St Ebbes,14.7282474498434,,98.4360730593607
2019,Oxford St Ebbes,15.9062969251494,,97.4543378995434
2009,Peebles,12.1042760690173,,15.216894977169
2010,Peebles,9.39719517848864,,98.4931506849315
2011,Peebles,7.02687091913611,,90.9132420091324
2012,Peebles,7.97246860960719,,98.8274134790528
2013,Peebles,8.14508094122945,,50.6963470319635
2014,Peebles,6.07400864625302,,99.1666666666667
2015,Peebles,5.80500169008735,,90.1712328767123
2016,Peebles,5.77987755414747,,98.816029143898
2017,Peebles,5.32640075532527,,99.1438356164384
2018,Peebles,5.73276360255741,,87.4885844748858
2019,Peebles,5.67152475559142,,99.0182648401827
1997,Plymouth Centre,41.1446306641837,,18.3904109589041
1998,Plymouth Centre,26.8764142732811,,39.3493150684931
1999,Plymouth Centre,21.9933690385106,,89.5205479452055
2000,Plymouth Centre,23.7522678762006,,85.3369763205829
2001,Plymouth Centre,33.1899004267425,,96.3013698630137
2002,Plymouth Centre,25.9184711868418,,96.472602739726
2003,Plymouth Centre,27.9539170506912,,91.6552511415525
2004,Plymouth Centre,26.8191693290735,,89.0824225865209
2005,Plymouth Centre,25.3610625655365,,97.9794520547945
2006,Plymouth Centre,22.1610169491525,,44.4520547945205
2007,Plymouth Centre,22.9844908968307,,84.6461187214612
2008,Plymouth Centre,21.4845389673989,,81.3638433515483
2009,Plymouth Centre,26.5149330587024,,88.675799086758
2010,Plymouth Centre,35.7325637325637,,94.9315068493151
2011,Plymouth Centre,27.3749340369393,,86.5296803652968
2012,Plymouth Centre,23.6175131348511,,97.5068306010929
2013,Plymouth Centre,22.1720128198614,,98.8584474885845
2014,Plymouth Centre,22.3406543053948,,98.6073059360731
2015,Plymouth Centre,18.7741823731361,,98.7557077625571
2016,Plymouth Centre,21.8771727281085,,99.0664845173042
2017,Plymouth Centre,19.5406127491052,,98.8698630136986
2018,Plymouth Centre,18.5912237155381,,98.9611872146119
2019,Plymouth Centre,18.9312328719604,,99.0525114155251
2001,Portsmouth,27.4869585742948,,96.7237442922374
2002,Portsmouth,25.5506336472503,,98.1849315068493
2003,Portsmouth,26.1004675698358,,95.2168949771689
2004,Portsmouth,23.9166763374724,,98.0988160291439
2005,Portsmouth,23.1070222429254,,98.0251141552511
2006,Portsmouth,22.2270475751641,,99.0981735159817
2007,Portsmouth,22.8053025936599,,99.0296803652968
2008,Portsmouth,23.4082159624413,,96.9945355191257
2009,Portsmouth,21.863355485601,,97.9109589041096
2010,Portsmouth,21.868025626092,,98.0022831050228
2011,Portsmouth,19.0010822510823,,94.9315068493151
2012,Portsmouth,21.1650257852789,,97.1311475409836
2013,Portsmouth,20.2726412947583,,83.8470319634703
2014,Portsmouth,20.2214678320493,,74.0867579908676
2015,Portsmouth,18.7694263942072,,93.013698630137
2016,Portsmouth,20.044978676542,,93.7613843351548
2017,Portsmouth,19.1880152249738,,98.1849315068493
2018,Portsmouth,18.6809746053235,,99.4977168949772
2019,Portsmouth,17.4736984998854,,99.6118721461187
2000,Preston,23.8261846405229,,55.7377049180328
2001,Preston,26.714002102067,,97.7511415525114
2002,Preston,27.0931126908286,,97.9566210045662
2003,Preston,27.9509059745348,,93.2420091324201
2004,Preston,24.9838183794228,,94.273679417122
2005,Preston,21.7772460635999,,73.9497716894977
2006,Preston,22.4444444444444,,90.3082191780822
2007,Preston,23.2606934350054,,95.810502283105
2008,Preston,21.1312596799174,,88.2058287795993
2009,Preston,24.3185282908238,,77.8767123287671
2010,Preston,39.1368727942305,,74.3949771689498
2011,Preston,30.9081585081585,,97.9452054794521
2012,Preston,30.2954251440668,,96.8010018214936
2013,Preston,25.3837076959151,,92.5
2014,Preston,26.5346732742317,,86.9178082191781
2015,Preston,21.9458967403824,,99.1095890410959
2016,Preston,23.5572330803208,,97.9394353369763
2017,Preston,20.194981096924,,98.3447488584475
2018,Preston,21.1256157149441,,99.0753424657534
2019,Preston,22.7926666086054,,98.9611872146119
2003,Reading New Town,30.9352317141262,,20.4452054794521
2004,Reading New Town,25.3647906238555,,93.2490892531876
2005,Reading New Town,22.8724832214765,,95.2511415525114
2006,Reading New Town,20.6733974358974,,71.2328767123288
2007,Reading New Town,22.9036101513166,,95.810502283105
2008,Reading New Town,22.2755942028985,,98.1898907103825
2009,Reading New Town,22.405102954342,,51.0045662100457
2010,Reading New Town,24.9949558638083,,72.4200913242009
2011,Reading New Town,25.8569708644353,,94.8173515981735
2012,Reading New Town,25.4621838667146,,94.9795081967213
2013,Reading New Town,26.5530159778813,,98.0593607305936
2014,Reading New Town,26.509823912436,,98.0365296803653
2015,Reading New Town,22.2240423649601,,97.2146118721461
2016,Reading New Town,28.6996572193437,,98.8729508196721
2017,Reading New Town,28.7037088941312,,99.2009132420091
2018,Reading New Town,25.8595451127474,,99.2237442922374
2019,Reading New Town,24.2777380244239,,57.9566210045662
1997,Reading,46.1718689788054,,29.6232876712329
1998,Reading,41.1764212041257,,95.1826484018265
1999,Reading,38.7917062737643,,96.0730593607306
2000,Reading,33.8072866730585,,94.9908925318761
2001,Reading,31.7704476212796,,97.4200913242009
2002,Reading,33.1608425083772,,95.3881278538813
2003,Reading,29.337037037037,,9.24657534246575
1997,Rotherham Centre,34.8164251207729,,51.986301369863
1998,Rotherham Centre,36.1503780453654,,81.5296803652968
1999,Rotherham Centre,37.688617531618,,26.175799086758
2000,Rotherham Centre,33.3831677381648,,97.3929872495446
2001,Rotherham Centre,33.8507444764649,,95.0684931506849
2002,Rotherham Centre,33.5445057581574,,95.1598173515982
2003,Rotherham Centre,34.7250088516464,,96.7237442922374
2004,Rotherham Centre,34.8997181775481,,96.9489981785064
2005,Rotherham Centre,34.0630397236615,,92.5342465753425
2006,Rotherham Centre,36.6050740577797,,77.8424657534247
2007,Rotherham Centre,31.802313712147,,67.1004566210046
2000,Southend-on-Sea,24.8466453674121,,39.1962659380692
2001,Southend-on-Sea,26.1060551773558,,95.5821917808219
2002,Southend-on-Sea,24.60999405116,,95.9474885844749
2003,Southend-on-Sea,25.2638562543193,,82.5913242009132
2004,Southend-on-Sea,23.7076176250934,,91.4617486338798
2005,Southend-on-Sea,23.4533714143797,,91.9292237442922
2006,Southend-on-Sea,20.4737210932025,,97.7397260273973
2007,Southend-on-Sea,24.7671975992613,,98.9041095890411
2008,Southend-on-Sea,22.7509174311927,,99.2714025500911
2009,Southend-on-Sea,19.9351279050326,,68.2762557077626
2010,Southend-on-Sea,20.4968553459119,,49.0068493150685
2011,Southend-on-Sea,22.4004783871519,,66.8150684931507
2012,Southend-on-Sea,23.8982941744448,,70.7422586520947
2013,Southend-on-Sea,20.2804423862816,,94.8630136986301
2014,Southend-on-Sea,19.4001475326543,,95.2625570776256
2015,Southend-on-Sea,18.1122356501045,,98.3333333333333
2016,Southend-on-Sea,20.5018440308789,,95.856102003643
2017,Southend-on-Sea,20.1685049422336,,97.8196347031963
2018,Southend-on-Sea,18.7864507739985,,75.513698630137
